,小区名称,price,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,别墅类型
1693,瀚海泰苑,85万,金水区 陈寨 ,2室1厅1厨1卫,中楼层 (共29层),58.14㎡,平层,41.98㎡,板塔结合,西北,钢混结构,精装,两梯六户,集中供暖,有,2022-08-20,商品房,2015-04-28,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片,,,
1694,普罗旺世波特兰,130万,金水区 普罗旺世 近4号线北二十里铺站,2室2厅1厨1卫,高楼层 (共34层),86.68㎡,平层,66.99㎡,板塔结合,西,钢混结构,精装,两梯四户,集中供暖,有,2022-08-20,商品房,2015-08-13,普通住宅,满五年,非共有,有抵押 110万元 中原 金融公司垫资,已上传房本照片,,,
1695,汉飞城市公园二期,130万,金水区 汽配大世界 近4号线陈寨东站,3室2厅1厨1卫,低楼层 (共6层),100.13㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,自供暖,无,2022-08-21,商品房,2016-05-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1696,汉飞城市公园一期,130万,金水区 汽配大世界 近2号线柳林站,3室2厅1厨1卫,高楼层 (共6层),96.8㎡,平层,85.26㎡,板楼,南 北,混合结构,其他,一梯两户,自供暖,无,2022-08-24,商品房,2016-08-15,普通住宅,满五年,非共有,有抵押,已上传房本照片,,,
1697,红专路50号,120万,金水区 花园路 近2号线黄河路站,3室1厅1厨1卫,中楼层 (共7层),130.34㎡,平层,暂无数据,板塔结合,南,混合结构,其他,一梯两户,自供暖,无,2022-08-20,商品房,2017-07-26,普通住宅,满五年,共有,有抵押 70万元 光大银行 金融公司垫资,已上传房本照片,,,
1698,金印现代城,355万,金水区 北站 近2号线北三环站,4室2厅1厨2卫,低楼层 (共22层),197.29㎡,平层,158.52㎡,板塔结合,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-08-19,商品房,2017-06-15,普通住宅,满五年,非共有,有抵押 233万元,已上传房本照片,,,
1699,恒升府第,116万,金水区 北站 ,2室2厅1厨1卫,中楼层 (共26层),73.83㎡,平层,57.51㎡,塔楼,南 西南,钢混结构,精装,四梯十五户,集中供暖,有,2022-08-23,商品房,2014-02-21,普通住宅,满五年,非共有,有抵押 32万元 中国工商银行 客户偿还,已上传房本照片,,,
1700,九锦台,122万,金水区 海洋馆 近4号线张家村站,2室2厅1厨1卫,中楼层 (共34层),87.93㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-08-17,商品房,2019-12-09,普通住宅,满两年,非共有,有抵押 42万元 中国银行 金融公司垫资,已上传房本照片,,,
1701,金印阳光城,180万,金水区 汽配大世界 近4号线陈寨东站,4室2厅2厨2卫,中楼层 (共18层),150.19㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯三户,集中供暖,有,2022-08-13,商品房,2019-08-21,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1702,物华国际二期,145万,金水区 沙口路 近3号线南阳新村站,3室1厅1厨1卫,中楼层 (共34层),91.1㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯四户,集中供暖,暂无数据,2022-08-13,商品房,2017-10-10,普通住宅,满两年,非共有,有抵押 50 客户偿还,已上传房本照片,,,
1703,锦艺金水湾观澜苑,178万,金水区 新北站 ,3室2厅1厨2卫,低楼层 (共34层),119.28㎡,平层,90.11㎡,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-08-20,商品房,2019-04-08,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
1704,顺河路11号,84.5万,金水区 紫荆山公园 ,2室1厅1厨1卫,高楼层 (共7层),80.13㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,集中供暖,暂无数据,2022-08-19,商品房,2005-11-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1705,瀚宇新城,155万,金水区 索凌路北段 ,3室2厅1厨2卫,中楼层 (共27层),124.3㎡,平层,暂无数据,板楼,南 北,混合结构,精装,两梯四户,集中供暖,有,2022-08-15,商品房,2016-04-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1706,瀚海海尚,55万,金水区 绿茵广场 ,1室1厅1厨1卫,高楼层 (共26层),59.86㎡,平层,暂无数据,塔楼,西,钢混结构,其他,两梯三十三户,自供暖,有,2022-08-25,商品房,2020-08-25,普通住宅,满两年,非共有,有抵押 20万元 交通银行 业主自还,已上传房本照片,,,
1707,河南省话剧院家属院,138万,金水区 人民路 近1号线紫荆山站,2室2厅1厨1卫,中楼层 (共6层),95.08㎡,平层,85.98㎡,板塔结合,南,框架结构,简装,一梯两户,集中供暖,无,2022-08-20,房改房,2004-05-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1708,升龙凤凰城A区,78万,金水区 东建材 近3号线凤凰台站,2室1厅1厨1卫,高楼层 (共30层),54.88㎡,平层,44.54㎡,板塔结合,北 西,钢混结构,精装,两梯六户,集中供暖,有,2022-08-14,商品房,2016-07-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1709,圣菲城,153万,金水区 徐寨 ,2室2厅1厨1卫,低楼层 (共22层),83.2㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯五户,自供暖,有,2022-08-20,商品房,2016-08-20,普通住宅,满五年,非共有,有抵押 100万元,已上传房本照片,,,
1710,开祥天下城,345万,金水区 大石桥 近3号线大石桥站,3室1厅1厨1卫,低楼层 (共17层),125.36㎡,平层,97.52㎡,板楼,南,钢混结构,其他,两梯三户,集中供暖,有,2022-08-20,商品房,2011-08-04,普通住宅,满五年,非共有,有抵押 250万元 金融公司垫资,已上传房本照片,,,
1711,曼哈顿,48万,金水区 燕庄 近1号线燕庄站,1室0厅1厨1卫,中楼层 (共31层),37.97㎡,平层,28.42㎡,板塔结合,北,钢混结构,精装,六梯二十户,集中供暖,有,2022-08-23,商品房,2017-05-17,普通住宅,满五年,非共有,有抵押 45万元 邮政 客户偿还,已上传房本照片,,,
1712,宏益华香港城二期,65万,金水区 大石桥 ,1室1厅1厨1卫,高楼层 (共34层),35.27㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯五户,集中供暖,有,2022-08-24,商品房,2017-08-02,普通住宅,满五年,非共有,有抵押 40万元 郑州银行 业主自还,已上传房本照片,,,
1713,锦程山庄,96万,金水区 燕庄 ,2室2厅1厨1卫,高楼层 (共7层),73.88㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯两户,自供暖,无,2022-08-19,商品房,2017-07-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1714,升龙凤凰城A区,78万,金水区 东建材 近3号线凤凰台站,2室1厅1厨1卫,高楼层 (共30层),54.88㎡,平层,44.54㎡,板塔结合,北 西,钢混结构,精装,两梯六户,集中供暖,有,2022-08-14,商品房,2016-07-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1715,园田小区,111万,金水区 轻工业学院 ,3室2厅1厨1卫,中楼层 (共6层),122.46㎡,平层,109.04㎡,板楼,南 北,砖混结构,简装,一梯两户,自供暖,无,2022-08-17,商品房,2014-01-03,普通住宅,满五年,非共有,有抵押 3万元 业主自还,已上传房本照片,,,
1716,碧桂苑,153万,金水区 科技市场 ,2室1厅1厨1卫,低楼层 (共11层),117.08㎡,平层,99.9㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2022-08-15,商品房,2011-09-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1717,新鑫花园(金水),269万,金水区 燕庄 近4号线商鼎路站,5室1厅1厨3卫,低楼层 (共21层),309.48㎡,复式,暂无数据,塔楼,南 北,钢混结构,精装,两梯八户,集中供暖,有,2022-08-01,商品房,2022-08-17,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,,
1718,经二路北29号院,226万,金水区 财富广场 近5号线省人民医院站,3室2厅1厨2卫,低楼层 (共28层),172.3㎡,平层,暂无数据,板塔结合,南 东北,钢混结构,简装,三梯六户,集中供暖,有,2019-03-10,商品房,2010-09-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1719,河南机电学校家属院,230万,金水区 文博广场 近2号线东风路站,3室1厅1厨1卫,高楼层 (共5层),84.72㎡,平层,76.24㎡,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,无,2021-03-31,房改房,2003-05-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1720,郑百家属院,152万,金水区 燕庄 近3号线博览中心站,3室2厅1厨1卫,高楼层 (共7层),131.52㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2022-03-18,商品房,2017-10-23,普通住宅,满两年,非共有,有抵押 金融公司垫资,已上传房本照片,,,
1721,园艺小区,96万,金水区 北站 近2号线北三环站,3室2厅1厨1卫,高楼层 (共6层),80.59㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,自供暖,无,2020-05-01,商品房,1993-05-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1722,瑞景花园,175万,金水区 普罗旺世 ,3室2厅1厨2卫,高楼层 (共6层),156.52㎡,平层,暂无数据,板楼,南 北,混合结构,毛坯,一梯两户,集中供暖,无,2021-03-20,商品房,2013-06-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1723,鑫园小区,150万,金水区 燕庄 近3号线凤凰台站,3室2厅1厨2卫,中楼层 (共7层),148.74㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,自供暖,无,2019-07-25,商品房,2006-07-14,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1724,裕华文苑,167万,金水区 普罗旺世 ,3室1厅1厨2卫,高楼层 (共6层),147.94㎡,平层,133.51㎡,板楼,南 北,混合结构,精装,一梯两户,自供暖,无,2022-03-03,商品房,2009-07-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1725,红专路82号,152.5万,金水区 花园路 ,3室2厅1厨2卫,低楼层 (共7层),110.78㎡,错层,100.7㎡,暂无数据,南,未知结构,精装,一梯两户,集中供暖,暂无数据,2022-04-29,商品房,1999-06-30,普通住宅,满五年,共有,有抵押 业主自还,已上传房本照片,,,
1726,四月天,140万,金水区 海洋馆 ,3室2厅1厨1卫,中楼层 (共7层),116.61㎡,平层,104.56㎡,板楼,南 北,砖混结构,精装,两梯两户,自供暖,有,2020-11-02,商品房,2020-07-22,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
1727,银基王朝,430万,金水区 燕庄 ,4室2厅1厨2卫,中楼层 (共31层),190.2㎡,平层,143.61㎡,板塔结合,东南,钢混结构,精装,两梯两户,集中供暖,有,2020-03-19,商品房,2013-02-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1728,中方园西区,125万,金水区 陈寨 ,3室2厅1厨1卫,高楼层 (共6层),122.13㎡,平层,104.4㎡,板楼,南 北,混合结构,其他,一梯两户,自供暖,无,2022-03-30,商品房,2014-06-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1729,安泰银河小区,101万,金水区 新北站 ,3室1厅1厨1卫,中楼层 (共18层),93.65㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,自供暖,有,2019-11-23,房改房,2015-02-04,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1730,北苑小区,137万,金水区 徐寨 近2号线北三环站,3室2厅1厨1卫,高楼层 (共7层),146.38㎡,错层,暂无数据,板楼,南,砖混结构,简装,一梯两户,自供暖,无,2022-03-01,商品房,2004-10-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1731,天平花园,235万,金水区 燕庄 近4号线商鼎路站,4室2厅1厨2卫,中楼层 (共6层),188.85㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯一户,集中供暖,暂无数据,2022-04-08,房改房,2008-09-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1732,虹景嘉园,143万,金水区 燕庄 近4号线商鼎路站,3室2厅1厨1卫,高楼层 (共7层),103.09㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2022-03-12,商品房,2016-12-27,普通住宅,满五年,非共有,有抵押 80万元 中国邮政 业主自还,已上传房本照片,,,
1733,金水路9号附3号,145万,金水区 燕庄 近1号线民航路站,3室2厅1厨1卫,中楼层 (共7层),98.1㎡,平层,91.32㎡,板楼,南 北,砖混结构,简装,一梯两户,集中供暖,无,2021-10-21,房改房,2009-10-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1734,丰乐花苑,200万,金水区 绿茵广场 ,3室2厅1厨2卫,中楼层 (共6层),134.16㎡,平层,122.49㎡,板楼,南,混合结构,简装,一梯两户,自供暖,无,2020-03-19,商品房,2017-07-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1735,海通居,150万,金水区 花园路 ,3室2厅1厨1卫,高楼层 (共7层),149.69㎡,平层,135.88㎡,板楼,南 北,砖混结构,精装,一梯两户,自供暖,无,2020-11-10,商品房,2001-10-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1736,东明路北191号院,179万,金水区 财富广场 近5号线省人民医院站,3室2厅1厨1卫,中楼层 (共7层),139.38㎡,平层,128.64㎡,板楼,南,混合结构,其他,一梯一户,集中供暖,暂无数据,2022-04-02,商品房,2012-03-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1737,省质检所家属院,85万,金水区 紫荆山公园 近1号线燕庄站,4室1厅1厨1卫,高楼层 (共6层),89.41㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,集中供暖,无,2020-04-29,商品房,1991-07-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1738,名门盛世,299.9万,金水区 燕庄 ,4室2厅1厨2卫,低楼层 (共32层),183.84㎡,平层,142.92㎡,板楼,南 北,钢混结构,简装,两梯两户,集中供暖,有,2022-06-28,商品房,2012-05-03,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1739,劳动厅家属院,160万,金水区 未来大厦 ,3室2厅1厨1卫,中楼层 (共6层),86.9㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-06-16,商品房,2004-06-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1740,政六街32号,66万,金水区 花园路 近2号线黄河路站,3室1厅1厨1卫,中楼层 (共5层),77.99㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,集中供暖,无,2022-06-12,房改房,2001-10-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1741,圣地花园,154.9万,金水区 索凌路北段 近4号线丰庆路站,3室2厅1厨2卫,高楼层 (共6层),124.81㎡,平层,暂无数据,板塔结合,南 北,混合结构,简装,一梯两户,自供暖,无,2021-09-04,商品房,2016-06-16,普通住宅,满五年,非共有,有抵押 77万元 浦发银行 金融公司垫资,已上传房本照片,,,
1742,开祥御龙城,235万,金水区 绿茵广场 近3号线同乐站,3室2厅1厨2卫,高楼层 (共33层),138.51㎡,平层,109.15㎡,板楼,南 北,钢混结构,毛坯,两梯四户,集中供暖,有,2022-05-25,商品房,2019-06-14,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1743,中州锦绣花苑,178万,金水区 燕庄 近4号线商鼎路站,3室2厅1厨1卫,高楼层 (共33层),124.7㎡,平层,97.52㎡,塔楼,南 北,钢混结构,简装,三梯十户,集中供暖,有,2021-03-01,商品房,2013-06-13,普通住宅,满五年,非共有,有抵押 60万元 客户偿还,已上传房本照片,,,
1744,凤凰城公寓,160.1万,金水区 东建材 近3号线凤凰台站,4室2厅1厨2卫,高楼层 (共7层),160.12㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2022-03-14,商品房,2017-04-28,普通住宅,满五年,非共有,有抵押 80万元 金融公司垫资,已上传房本照片,,,
1745,景明街2号院,140万,金水区 北站 ,3室2厅1厨2卫,低楼层 (共6层),143.25㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2019-10-06,商品房,2002-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1746,农业银行家属院,110万,金水区 财富广场 近5号线省人民医院站,3室1厅1厨1卫,高楼层 (共7层),110.88㎡,平层,105.62㎡,板楼,南,砖混结构,其他,一梯三户,集中供暖,无,2021-02-19,房改房,2002-06-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1747,东里路小区,186万,金水区 紫荆山公园 ,3室2厅1厨2卫,低楼层 (共6层),137.03㎡,平层,暂无数据,板塔结合,南 北,砖混结构,其他,一梯两户,自供暖,无,2022-03-04,商品房,1997-04-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1748,安泰金苑,110万,金水区 索凌路北段 近4号线丰庆路站,2室2厅1厨1卫,中楼层 (共6层),89.78㎡,平层,78.92㎡,板楼,北 南,混合结构,精装,一梯两户,自供暖,无,2021-07-12,商品房,2015-11-06,普通住宅,满五年,非共有,有抵押 70万元 招商 业主自还,已上传房本照片,,,
1749,虹景嘉园,150万,金水区 燕庄 近4号线商鼎路站,3室2厅1厨1卫,高楼层 (共7层),120.15㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,自供暖,无,2022-03-30,商品房,2016-03-21,普通住宅,满五年,非共有,有抵押 8万元 中行 业主自还,已上传房本照片,,,
1750,丰源官邸,206万,金水区 燕庄 近3号线博览中心站,3室2厅1厨2卫,高楼层 (共18层),140.65㎡,平层,116.83㎡,板塔结合,南 北,钢混结构,简装,两梯三户,集中供暖,有,2019-12-28,商品房,2009-09-01,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1751,美之上,152万,金水区 普罗旺世 ,3室2厅1厨2卫,中楼层 (共6层),139.04㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2022-01-25,商品房,2019-06-11,普通住宅,满两年,非共有,有抵押 80万元 郑州银行 业主自还,已上传房本照片,,,
1752,红专路107号院,86万,金水区 财富广场 近5号线省人民医院站,3室2厅1厨1卫,高楼层 (共7层),94.1㎡,平层,87.6㎡,板楼,南,钢混结构,简装,一梯两户,集中供暖,无,2020-08-01,房改房,2001-02-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1753,中鼎花园,132万,金水区 海洋馆 近4号线丰庆路站,3室2厅1厨1卫,高楼层 (共11层),103.34㎡,平层,85.28㎡,板楼,东北,钢混结构,简装,一梯六户,自供暖,有,2021-09-06,商品房,2018-10-17,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
1754,瑞景花园,155万,金水区 普罗旺世 ,3室1厅1厨2卫,低楼层 (共6层),126.3㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,集中供暖,暂无数据,2021-10-01,商品房,2015-02-11,普通住宅,满五年,非共有,有抵押 金融公司垫资,已上传房本照片,,,
1755,福元路45号院,130万,金水区 燕庄 近1号线燕庄站,3室2厅1厨1卫,高楼层 (共7层),114㎡,平层,110㎡,板楼,南 北,砖混结构,简装,一梯两户,集中供暖,无,2022-03-10,商品房,2013-05-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1756,一处庭院,180万,金水区 汽配大世界 近2号线柳林站,4室2厅1厨2卫,高楼层 (共18层),146㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,自供暖,有,2021-05-07,商品房,2016-06-30,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,,,
1757,正商世纪港湾,136万,金水区 海洋馆 近4号线丰庆路站,3室2厅1厨1卫,中楼层 (共20层),105.75㎡,平层,86.92㎡,塔楼,南,钢混结构,精装,两梯八户,集中供暖,有,2022-03-30,商品房,2019-02-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1758,河南省豫剧一团,135万,金水区 北站 近2号线北三环站,3室2厅1厨1卫,高楼层 (共7层),129.47㎡,平层,120.73㎡,板楼,南 北,砖混结构,简装,一梯两户,自供暖,无,2021-09-25,房改房,2006-05-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1759,金水花园东区,200万,金水区 未来大厦 ,3室2厅1厨1卫,低楼层 (共7层),145.6㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯两户,集中供暖,无,2020-08-14,商品房,2013-01-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1760,地质勘探院,90万,金水区 省中医院 ,3室1厅1厨1卫,高楼层 (共5层),76㎡,平层,64.61㎡,板楼,南 北,砖混结构,精装,八梯两户,集中供暖,有,2022-03-27,商品房,2015-06-01,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1761,海棠园,129万,金水区 沙口路 ,3室2厅1厨2卫,高楼层 (共6层),127.86㎡,复式,114.47㎡,板楼,南,砖混结构,简装,一梯两户,自供暖,暂无数据,2022-03-08,商品房,2007-05-31,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1762,恒升家园,255万,金水区 北站 近2号线北三环站,5室2厅1厨2卫,高楼层 (共6层),190.2㎡,复式,暂无数据,塔楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2022-03-19,商品房,2018-11-28,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1763,农业路东21号院,78万,金水区 花园路 ,3室2厅1厨1卫,高楼层 (共6层),100㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,集中供暖,无,2019-09-27,商品房,1997-12-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1764,宁碧园,122万,金水区 轻工业学院 ,4室2厅1厨2卫,中楼层 (共7层),147.99㎡,平层,暂无数据,平房,西南,混合结构,其他,一梯两户,自供暖,无,2021-12-16,商品房,2005-08-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1765,曼哈顿,240万,金水区 燕庄 近1号线燕庄站,3室2厅1厨2卫,中楼层 (共30层),137.69㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯六户,集中供暖,有,2022-04-29,商品房,2010-10-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1766,豫军长基花园,182万,金水区 绿茵广场 ,4室2厅1厨2卫,中楼层 (共34层),146.46㎡,平层,113.97㎡,板塔结合,南 北,钢混结构,简装,两梯三户,集中供暖,有,2020-08-14,商品房,2015-08-11,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片,,,
1767,金成时代广场,152万,金水区 财富广场 近5号线姚砦站,3室1厅1厨1卫,低楼层 (共32层),117.69㎡,平层,96.57㎡,塔楼,东北,钢混结构,毛坯,四梯二十户,集中供暖,有,2021-06-07,商品房,2015-05-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1768,中亨都市花园,249万,金水区 北站 ,3室2厅1厨2卫,低楼层 (共6层),138.74㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-04-20,商品房,2018-07-06,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1769,丰源官邸,210万,金水区 燕庄 近3号线博览中心站,3室2厅1厨2卫,中楼层 (共18层),147.36㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-08-19,商品房,2019-01-08,普通住宅,满两年,非共有,有抵押 可以自己还的,已上传房本照片,,,
1770,中鼎花园,102万,金水区 海洋馆 近4号线陈寨东站,3室1厅1厨1卫,低楼层 (共11层),93.2㎡,平层,78.99㎡,板楼,南 北,钢混结构,简装,两梯三户,自供暖,有,2022-06-27,商品房,2013-09-17,普通住宅,满五年,非共有,有抵押 70万元 客户偿还,已上传房本照片,,,
1771,中亨都市花园,249万,金水区 北站 ,3室2厅1厨2卫,低楼层 (共6层),138.74㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-04-20,商品房,2018-07-06,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1772,豫军长基花园,182万,金水区 绿茵广场 ,4室2厅1厨2卫,中楼层 (共34层),146.46㎡,平层,113.97㎡,板塔结合,南 北,钢混结构,简装,两梯三户,集中供暖,有,2020-08-14,商品房,2015-08-11,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片,,,
1773,天伦自由家园,145万,金水区 轻工业学院 ,4室2厅1厨2卫,高楼层 (共7层),152.75㎡,平层,暂无数据,板楼,南 北,混合结构,其他,八梯两户,集中供暖,有,2022-03-20,商品房,2018-03-09,普通住宅,满两年,非共有,有抵押,已上传房本照片,,,
1774,金成时代广场,215万,金水区 财富广场 近5号线姚砦站,3室1厅1厨2卫,高楼层 (共32层),133.7㎡,平层,暂无数据,塔楼,西北,钢混结构,其他,四梯十四户,集中供暖,有,2022-03-23,商品房,2019-05-31,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1775,大桥局家属院,172万,金水区 轻工业学院 近3号线同乐站,3室2厅1厨2卫,中楼层 (共6层),148.14㎡,平层,135.24㎡,板塔结合,南 北,混合结构,简装,一梯两户,自供暖,无,2022-03-01,商品房,2014-11-04,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1776,绿洲云顶,225万,金水区 北站 ,3室2厅1厨2卫,中楼层 (共32层),146.69㎡,平层,113.85㎡,板塔结合,南,钢混结构,精装,两梯三户,集中供暖,有,2020-05-12,商品房,2011-06-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1777,虹景嘉园,169.5万,金水区 燕庄 近4号线商鼎路站,4室2厅2厨2卫,高楼层 (共7层),147.92㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2021-11-26,商品房,2002-09-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1778,曼哈顿,240万,金水区 燕庄 近1号线燕庄站,3室2厅1厨2卫,中楼层 (共30层),137.69㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯六户,集中供暖,有,2022-04-29,商品房,2010-10-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1779,山顶御金城,265万,金水区 北站 ,3室2厅1厨2卫,低楼层 (共32层),150.96㎡,平层,121.06㎡,板楼,南 北,钢混结构,简装,两梯两户,集中供暖,有,2020-07-11,商品房,2011-02-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1780,郑百家属院,155万,金水区 燕庄 近3号线博览中心站,3室2厅1厨2卫,中楼层 (共7层),134.45㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,自供暖,无,2021-11-20,商品房,2003-01-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1781,升龙凤凰城A区,180万,金水区 东建材 近3号线凤凰台站,3室2厅1厨2卫,低楼层 (共30层),127.99㎡,平层,104.36㎡,板塔结合,南 北,钢混结构,简装,两梯六户,集中供暖,有,2021-07-28,商品房,2016-01-12,普通住宅,满五年,非共有,有抵押,已上传房本照片,,,
1782,经一路北41号院,125万,金水区 财富广场 ,3室1厅1厨1卫,中楼层 (共7层),100.06㎡,平层,92.61㎡,板楼,南,砖混结构,简装,一梯两户,集中供暖,无,2022-03-06,商品房,2004-03-26,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1783,国瑞静香园,138万,金水区 普罗旺世 近4号线北二十里铺站,3室2厅1厨1卫,高楼层 (共18层),111㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2022-02-22,商品房,2019-06-12,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
1784,海燕花苑,189万,金水区 燕庄 近1号线燕庄站,3室2厅1厨2卫,中楼层 (共7层),158㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,自供暖,无,2020-10-04,商品房,2003-09-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
